Siparis_ID,Siparis_Tarihi,Musteri_ID,Ad,Sehir,Urun_ID,Kategori,Birim_Fiyat,Adet,Toplam_Tutar
6451,2023-07-22,M019,Elif,İstanbul,U018,Giyim,130,3,390
6452,2023-10-09,M006,Ayşe,Ankara,U015,Kitap,278,2,556
6453,2023-07-07,M086,Elif,Antalya,U006,Kitap,125,2,250
6454,2023-10-05,M019,Elif,İstanbul,U016,Elektronik,2627,2,5254
6455,2023-09-09,M065,Ayşe,İzmir,U019,Elektronik,4784,3,14352
6456,2023-09-08,M013,Canan,Bursa,U001,Elektronik,2389,2,4778
6457,2023-06-18,M091,Ali,İstanbul,U018,Giyim,130,3,390
6458,2023-07-27,M046,Canan,İzmir,U005,Kitap,454,3,1362
6459,2023-07-02,M047,Hüseyin,Bursa,U014,Kitap,374,3,1122
6460,2023-06-19,M040,Mehmet,Bursa,U003,Kitap,388,3,1164
6461,2023-08-13,M045,Mehmet,Bursa,U016,Elektronik,2627,2,5254
6462,2023-06-20,M029,Hüseyin,Bursa,U001,Elektronik,2389,2,4778
6463,2023-07-27,M033,Ali,Ankara,U011,Elektronik,1480,2,2960
6464,2023-08-18,M078,Hüseyin,İstanbul,U007,Elektronik,3314,2,6628
6465,2023-10-27,M067,Canan,Bursa,U005,Kitap,454,1,454
6466,2023-07-12,M081,Fatma,İzmir,U014,Kitap,374,3,1122
6467,2023-06-01,M014,Canan,İstanbul,U015,Kitap,278,1,278
6468,2023-08-20,M063,Ali,İstanbul,U018,Giyim,130,2,260
6469,2023-09-03,M026,Zeynep,Antalya,U007,Elektronik,3314,3,9942
6470,2023-08-07,M085,Ali,Bursa,U004,Giyim,124,3,372
6471,2023-09-29,M095,Fatma,Ankara,U015,Kitap,278,2,556
6472,2023-07-24,M017,Fatma,İzmir,U002,Kitap,197,2,394
6473,2023-07-23,M096,Ayşe,Antalya,U018,Giyim,130,2,260
6474,2023-06-13,M063,Ali,İstanbul,U009,Giyim,407,1,407
6475,2023-08-04,M045,Mehmet,Bursa,U013,Elektronik,1127,3,3381
6476,2023-08-14,M039,Elif,Bursa,U010,Kitap,187,1,187
6477,2023-10-20,M039,Elif,Bursa,U017,Giyim,395,1,395
6478,2023-07-10,M001,Canan,İstanbul,U018,Giyim,130,3,390
6479,2023-10-21,M048,Mehmet,Antalya,U001,Elektronik,2389,3,7167
6480,2023-10-03,M070,Fatma,İstanbul,U020,Giyim,461,1,461
6481,2023-08-30,M046,Canan,İzmir,U009,Giyim,407,2,814
6482,2023-10-10,M012,Elif,Ankara,U004,Giyim,124,3,372
6483,2023-07-28,M013,Canan,Bursa,U015,Kitap,278,3,834
6484,2023-10-06,M027,Ayşe,İstanbul,U006,Kitap,125,1,125
6485,2023-08-20,M096,Ayşe,Antalya,U008,Giyim,303,3,909
6486,2023-08-02,M092,Zeynep,İzmir,U006,Kitap,125,3,375
6487,2023-07-17,M094,Ali,Antalya,U014,Kitap,374,3,1122
6488,2023-07-01,M098,Ayşe,Bursa,U019,Elektronik,4784,3,14352
6489,2023-09-15,M071,Ali,Bursa,U009,Giyim,407,1,407
6490,2023-07-13,M076,Canan,Bursa,U008,Giyim,303,3,909
6491,2023-09-08,M033,Ali,Ankara,U011,Elektronik,1480,2,2960
6492,2023-09-06,M062,Ali,Bursa,U009,Giyim,407,2,814
6493,2023-09-27,M071,Ali,Bursa,U018,Giyim,130,2,260
6494,2023-06-19,M092,Zeynep,İzmir,U012,Kitap,276,1,276
6495,2023-09-28,M085,Ali,Bursa,U016,Elektronik,2627,3,7881
6496,2023-08-31,M079,Zeynep,İzmir,U012,Kitap,276,1,276
6497,2023-09-29,M069,Canan,Ankara,U020,Giyim,461,1,461
6498,2023-07-10,M049,Ayşe,Bursa,U016,Elektronik,2627,2,5254
6499,2023-10-22,M071,Ali,Bursa,U012,Kitap,276,3,828
6500,2023-10-21,M072,Mustafa,Bursa,U014,Kitap,374,1,374
